continent2,review
Europe,Good place to take the kids to. We went as part of a tour group and walked in amongst the monkeys. Fun to watch but do be careful of any belongings as the monkeys will take things off you as seen below.
Europe,"Itâ€™s lush,huge and picturesque too.
Monkeys are so well looked after and very well fed too! They roam around freely!
Some are very cute and cheeky and some huge and look scary but are actually harmless!
You got to keep your things safe as some are bold enough to jump on you if they see something on you they want!
Beautiful setting, ancient statues and temples in the grounds plus a tropical rainforest area.
You could spend all day there !
"
Europe,"You cannot stay in Ubud without going to monkey forest, itâ€™s an enchanting area and a perfect place to watch the world go by.

The museum has local art work and some amazing photos of what ubud was like in the 1970â€™s, a stark contrast to what it is now.

If you havenâ€™t visited the monkey forest then you havenâ€™t seen the real Bali"
Europe,"A great place to spend some time. The monkeys are fantastic, if you are lucky you will see them playing in the pools."
Europe,Great setting in the heart of Ubud. Monkeys run free and are everywhere. Fun to watch and pretty happy to pose for a photo it is a great opportunity to see these little dudes up close. Very very good value for money and worth the visit.
Europe,"The monkey forest is an absolute must-see if you plan on going to Ubud! Such a fun day out and itâ€™s lovely to see the monkeys roaming free in their natural habitat. Donâ€™t let other comments about the monkeys being unpredictable put you off. Honestly, the monkeys are very used to being around people and donâ€™t actually tend to approach you unless you are sat down or they want to grab something you might have in your hand. So to be safe, donâ€™t wear your sunglasses or have them on your head and take great care when having your phone or camera in your hand! Also ensure your bags are zipped up securely as the monkeys are cheeky and very smart!"
Europe,"A really beautiful space and absolutely packed with monkeys, they are pretty placid but I did see them come very close to some people. I was able to use my phone/sunglasses with some care."
Europe,"ABSOLUTELY amazing!

What an experience! Please visit when you get a chance

they didnâ€™t come near us so please donâ€™t be scared too much by the signs ðŸ˜‚"
Europe,We came at 4.30 pm which was when the monkeys were being fed in their temple. This meant it was easy to see all the monkeys in one place. There were loads of cute babies. In general monkeys were friendly (compared to the other monkey forest in Bali) however it can be quite overwhelming having so many monkeys around.
Europe,"Always a fun day out. Quieter in the morning, free parking with entry, lots of baby monkeys and lots of fun"
Europe,"This place is so good! The monkeys seem really happy and the workers go round and feed them corn on the cob! It's so cute!

The monkeys do like to climb you and look through your bag so make sure its locked shut ðŸ˜‚"
Europe,"Lovely place to walk around, lots to see as well as the monkeys! Theyâ€™re all roaming free which is lovely, and you can get some great pics!"
Europe,"This was a fun activity if visiting Ubud. Time needed I would suggest is around 1.5 - 2 hours.

The monkeys are fun. Do not be tempted to feed or touch them. If they climb on you stay calm and don't panic or they can become aggressive.

There are a few do's and don'ts when you arrive. Don't wear sunglasses or bring a bag which can't be zipped up.

Great experience and a must do if visiting Bali.

Tickers are priced at 80,000 RP (Â£4 GBP) per adult at the gate."
Europe,"We left within half an hour. We followed all guidance as to not bringing plastic bags or food into the park & let our distance from the monkies, however both me & my partner had them jump on us while the security was nowhere to be seen. When 2 ran towards me & started tearing at my dress with their hands & teeth, ripping several holes, we decided to leave."
